Column1,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party,youtube_url_manual
love nwantiti (ah ah ah) - CKay,love nwantiti (ah ah ah),CKay,minor,3.6649014949798575,0.0059684505686163,0.9940314888954164,3.616343498229981,4.599684715270996,1.338120698928833,0.0422059744596481,0.9577940106391908,0.3611185848712921,0.6388814449310303,0.0241021942347288,0.9758978486061096,0.8338268399238586,0.1661732047796249,https://www.youtube.com/watch?v=D-YDEyuDxWU
Easy On Me - Adele,Easy On Me,Adele,major,10.76582146,0.089882202,0.910117745,4.386834145,4.961301804,1.050906539,0.184008077,0.815991879,0.649759531,0.350240469,0.164345324,0.835654616,0.571080506,0.428919524,
חצי דפוק - Omer Adam,חצי דפוק,Omer Adam,major,3.786165237,0.142709568,0.857290387,5.136463165,5.035916328,1.261147976,0.184140801,0.815859199,0.838442504,0.161557525,0.448529899,0.551470101,0.442828387,0.557171583,
"רעשים - Osher Cohen, Noa Kirel",רעשים,"Osher Cohen, Noa Kirel",major,5.156702518,0.032201428,0.967798591,4.111778736,4.367036819,1.01595366,0.19403401,0.80596602,0.539763331,0.460236609,0.216950774,0.783049226,0.446459413,0.553540587,
"Cold Heart - PNAU Remix - Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",major,4.871096134,0.051984984,0.948015094,4.057683468,4.571156502,1.239037037,0.327532858,0.672467172,0.635747194,0.364252776,0.254097492,0.745902479,0.421991348,0.578008652,
"פילטרים יפים - Eden Ben Zaken, Eden Hason",פילטרים יפים,"Eden Ben Zaken, Eden Hason",major,4.470267773,0.005968451,0.994031489,3.616343498,4.599684715,1.096340299,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Woman - Doja Cat,Woman,Doja Cat,major,4.573262691,0.192926988,0.807072997,3.922207117,4.115914345,1.452941418,0.236922234,0.763077796,0.543217361,0.456782639,0.243856832,0.756143212,0.542777061,0.457222939,
"מגבת באוויר - NOROZ, Ido B & Zooki",מגבת באוויר,"NOROZ, Ido B & Zooki",minor,3.6986474990844727,0.005968451,0.9940315,3.6163435,4.5996847,1.194880723953247,0.042205974,0.957794,0.36111858,0.63888144,0.024102194,0.97589785,0.83382684,0.1661732,
MONTERO (Call Me By Your Name) - Lil Nas X,MONTERO (Call Me By Your Name),Lil Nas X,minor,4.281065464019775,0.005971651,0.99402833,3.6166868,4.600338,1.0941507816314695,0.04219332,0.9578067,0.36112455,0.6388754,0.024097236,0.97590274,0.83378845,0.16621156,
"סחרחורת & בדד - Omer Adam, Tuna",סחרחורת & בדד,"Omer Adam, Tuna",minor,3.697585105895996,0.1286194,0.87138057,4.8978033,5.0264673,1.2986238,0.6057809,0.39421907,0.9302255,0.0697745,0.58576596,0.41423404,0.26943025,0.7305698,
רסיסים - Raviv Kaner,רסיסים,Raviv Kaner,major,5.685647011,0.005968451,0.994031489,3.616343498,4.599684715,1.044946551,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
אני כבר לא בך - Itay Levi,אני כבר לא בך,Itay Levi,major,6.800208569,0.243218288,0.756781757,5.081950188,4.965181351,1.088716626,0.182048932,0.817951083,0.747994721,0.252005339,0.480346233,0.519653797,0.285568237,0.714431703,
השמלה החדשה שלי - Ran Danker,השמלה החדשה שלי,Ran Danker,major,3.821175814,0.046990044,0.953009963,4.151416302,4.437972069,1.380998492,0.128708839,0.871291101,0.4839966,0.51600343,0.135437325,0.86456269,0.683554232,0.316445798,
מה קרה - Eden Ben Zaken,מה קרה,Eden Ben Zaken,major,4.349318981,0.009799535,0.99020046,3.710463047,4.742456913,1.108404398,0.061005916,0.93899411,0.37187463,0.62812537,0.037621755,0.962378204,0.798713088,0.201286882,
הטעות הכי יפה - Itay Levi,הטעות הכי יפה,Itay Levi,major,5.745957375,0.019298937,0.980701089,4.650367737,5.385616302,1.03790307,0.238921061,0.761078894,0.517050564,0.482949436,0.113794677,0.886205375,0.515215397,0.484784663,
לא מרגיש טוב - Eden Hason,לא מרגיש טוב,Eden Hason,major,4.8489151,0.32734257,0.672657371,5.481124878,5.125736713,1.181363225,0.663935244,0.336064756,0.961017549,0.038982466,0.784357965,0.21564199,0.146300435,0.853699565,
THATS WHAT I WANT - Lil Nas X,THATS WHAT I WANT,Lil Nas X,minor,5.37912178,0.318771511,0.681228459,4.460618019,4.687456608,1.150868416,0.091903545,0.908096433,0.55496186,0.44503811,0.296542376,0.703457654,0.367313474,0.632686496,
good 4 u - Olivia Rodrigo,good 4 u,Olivia Rodrigo,major,6.078299046,0.015347159,0.984652817,3.91583252,4.839441299,0.976486742,0.081971854,0.918028176,0.410613328,0.589386642,0.06370686,0.936293125,0.644734383,0.355265677,
Toxic - BoyWithUke,Toxic,BoyWithUke,minor,4.018256664,0.251323849,0.748676181,5.062984943,4.942092896,1.208547115,0.227448434,0.772551596,0.863353431,0.136646554,0.503392398,0.496607602,0.400980502,0.599019527,
אין מאושר ממני - Eliad,אין מאושר ממני,Eliad,major,5.991064548,0.010198807,0.989801228,3.904179811,4.934334278,1.119278312,0.050275724,0.949724317,0.374646246,0.625353754,0.033923604,0.966076314,0.827243984,0.172756031,
דפוק עם תעודות - Eyal Golan,דפוק עם תעודות,Eyal Golan,minor,4.584206104,0.259398103,0.740601897,5.285554886,4.97700882,1.027593374,0.302635521,0.69736445,0.88935858,0.110641383,0.571567357,0.428432673,0.266950727,0.733049273,
"Do It To It - ACRAZE, Cherish",Do It To It,"ACRAZE, Cherish",minor,6.122622013,0.005968451,0.994031489,3.616343498,4.599684715,1.156102061,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Infinity - Jaymes Young,Infinity,Jaymes Young,minor,2.891300917,0.23351346,0.766486526,5.156370163,4.637778282,1.125662565,0.385634601,0.614365399,0.932257831,0.067742169,0.637997806,0.362002254,0.498969615,0.501030385,
זוגות כאלה - Osher Cohen,זוגות כאלה,Osher Cohen,major,6.90803051,0.064944364,0.935055554,5.405047417,5.543496609,1.040862441,0.813478172,0.186521828,0.897787452,0.102212571,0.756307602,0.243692398,0.178112686,0.821887374,
"טרילילי טרללה - Noa Kirel, Ilan Peled",טרילילי טרללה,"Noa Kirel, Ilan Peled",minor,4.352431774,0.16903913,0.83096087,4.445321083,4.403146744,1.221424699,0.174211666,0.825788319,0.742452979,0.257546961,0.394400269,0.605599761,0.355460256,0.644539714,
אלוף העולם - Hanan Ben Ari,אלוף העולם,Hanan Ben Ari,minor,5.162274837,0.131764457,0.868235528,4.373618126,4.52912426,1.097629309,0.819002867,0.180997193,0.858902335,0.141097665,0.66233331,0.337666631,0.243814573,0.756185412,
Blinding Lights - The Weeknd,Blinding Lights,The Weeknd,minor,3.50794363,0.192821205,0.807178795,4.820813179,4.601455688,1.091029644,0.287053436,0.712946534,0.767548919,0.232451096,0.518213451,0.481786519,0.3329418,0.667058229,
"תל אביב זה אני ואת - Amir Ve Ben, Jane Bordeaux, Amir Sade",תל אביב זה אני ואת,"Amir Ve Ben, Jane Bordeaux, Amir Sade",major,3.819947004,0.261319071,0.738680959,4.377783775,4.490416527,1.234083295,0.486555666,0.513444364,0.831682026,0.168318003,0.519588888,0.480411142,0.287648499,0.712351501,
"השמיים נעולים - Doli & Penn, Ivri Lider, Peled, Ella Lee",השמיים נעולים,"Doli & Penn, Ivri Lider, Peled, Ella Lee",major,3.263267517089844,0.06908781,0.9309122,5.5948534,5.132574,1.130764126777649,0.2670169,0.7329832,0.9273018,0.07269811,0.5331663,0.46683374,0.3184034,0.68159664,
אם תרצי - Hanan Ben Ari,אם תרצי,Hanan Ben Ari,minor,5.647458076,0.054517161,0.94548279,4.437041283,4.918525696,1.33215034,0.267459422,0.732540607,0.50343585,0.49656415,0.151374549,0.848625422,0.522952855,0.477047205,
Beggin' - Måneskin,Beggin',Måneskin,minor,3.367184401,0.103734955,0.89626503,5.59829998,5.205515862,1.087698698,0.247532338,0.752467632,0.921166658,0.078833312,0.548283875,0.451716125,0.423160851,0.576839149,
"My Universe - Coldplay, BTS",My Universe,"Coldplay, BTS",major,5.045135498,0.006084387,0.993915617,3.710162401,4.725453377,1.172552586,0.058410648,0.941589296,0.373889565,0.626110494,0.028349424,0.971650541,0.781310022,0.218689933,
גדל לי קצת זקן - Eden Hason,גדל לי קצת זקן,Eden Hason,major,4.690876961,0.221834451,0.778165519,5.177793503,4.845114231,1.082406163,0.187131241,0.812868774,0.821739316,0.178260684,0.501301169,0.498698831,0.328450173,0.671549797,
"Smokin Out The Window - Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",major,3.694004059,0.118576244,0.881423771,4.905540466,4.709305286,1.159089208,0.258749127,0.741250813,0.902215838,0.097784206,0.474304348,0.525695682,0.603822708,0.396177262,
"Moth To A Flame (with The Weeknd) - Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",minor,5.9466729164123535,0.089944065,0.91005594,4.6086493,4.635325,1.2563016414642334,0.18040599,0.819594,0.646799,0.353201,0.51444405,0.48555595,0.35829145,0.64170855,
נשלים את הכל - Raviv Kaner,נשלים את הכל,Raviv Kaner,major,4.939391613,0.005864548,0.99413538,3.847928047,4.806667805,1.193560719,0.057056285,0.942943692,0.422317654,0.577682376,0.02848351,0.97151655,0.73408705,0.26591292,
"קריוקי - Tuna, Peer Tasi",קריוקי,"Tuna, Peer Tasi",major,3.20194149,0.041035444,0.958964586,4.724157333,4.847316265,1.228978515,0.364417017,0.635582924,0.806345046,0.193654969,0.692369342,0.307630658,0.23707068,0.76292932,
רוצה שלום - Raviv Kaner,רוצה שלום,Raviv Kaner,minor,4.496678352,0.219952792,0.780047178,4.668569565,4.838070869,1.040182114,0.44569701,0.55430299,0.843386471,0.156613529,0.555846155,0.444153875,0.362959743,0.637040257,
"‏קורבן - Ravid Plotnik, Sima Noon",‏קורבן,"Ravid Plotnik, Sima Noon",minor,2.612219334,0.090314105,0.909685969,4.762583256,4.790752411,1.070237756,0.702554345,0.297445625,0.832708478,0.167291522,0.572336137,0.427663833,0.181737065,0.818262935,
לחזור הביתה - Hatikva 6,לחזור הביתה,Hatikva 6,major,5.389208794,0.143134922,0.856865048,5.409348488,4.956297398,1.063570619,0.348501503,0.651498497,0.914381266,0.08561869,0.640304565,0.359695494,0.341292769,0.658707261,
שרק תחייך - Yuval Dayan,שרק תחייך,Yuval Dayan,major,4.51315403,0.234246686,0.765753329,5.195559978,5.040456295,1.009549141,0.497974873,0.502025127,0.943201542,0.056798499,0.772831261,0.227168769,0.358888626,0.641111374,
"One Right Now (with The Weeknd) - Post Malone, The Weeknd",One Right Now (with The Weeknd),"Post Malone, The Weeknd",major,3.403138399124145,0.3991046,0.6008954,4.5882425,4.845333,1.220366597175598,0.26979172,0.7302083,0.81907415,0.1809258,0.5775053,0.4224947,0.29217342,0.7078266,
"Save Your Tears (with Ariana Grande) (Remix) - The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",major,5.114273071289063,0.10785394,0.892146,5.033343,5.4942656,1.180205464363098,0.4588907,0.5411093,0.68795675,0.31204325,0.37004307,0.62995696,0.37342125,0.6265788,
שלמים - Idan Rafael Haviv,שלמים,Idan Rafael Haviv,major,6.416750908,0.139134064,0.860865891,4.261222839,4.373106956,1.026606917,0.577922881,0.422077179,0.884011865,0.115988091,0.574582756,0.425417304,0.327408493,0.672591507,
"Kiss Me More (feat. SZA) - Doja Cat, SZA",Kiss Me More (feat. SZA),"Doja Cat, SZA",major,4.934258460998535,0.22503325,0.7749667,4.7988243,4.982065,1.2284281253814695,0.34409708,0.6559029,0.8597053,0.14029469,0.5316094,0.46839064,0.17553635,0.82446367,
Watermelon Sugar - Harry Styles,Watermelon Sugar,Harry Styles,major,3.98837328,0.005968451,0.994031489,3.616343498,4.599684715,1.066716075,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
פרצופים - Omer Adam,פרצופים,Omer Adam,minor,4.682557106,0.072517067,0.927482903,4.93943119,5.025578976,1.178075314,0.71298629,0.28701371,0.858576,0.141424015,0.731419861,0.268580168,0.184882328,0.815117657,
Modern Love - Geva Alon,Modern Love,Geva Alon,major,6.293260574,0.011286733,0.988713264,4.693267822,5.50884676,1.037085533,0.392754823,0.607245207,0.793436587,0.206563413,0.263431698,0.736568332,0.608927488,0.391072482,
"מסיבה - Jasmin Moallem, Shekel",מסיבה,"Jasmin Moallem, Shekel",major,3.803324699,0.303303689,0.696696281,4.7101717,4.811031342,0.99144578,0.550100565,0.449899405,0.923703313,0.076296717,0.701721311,0.298278749,0.224457517,0.775542498,
מקום - Hanan Ben Ari,מקום,Hanan Ben Ari,minor,5.369884491,0.129626438,0.870373547,4.999850273,4.92503643,0.973323166,0.3594926,0.64050746,0.865733624,0.134266376,0.65331769,0.34668228,0.268255055,0.731744945,
יודעת לסובב - Tuna,יודעת לסובב,Tuna,minor,5.040520191,0.247034386,0.752965629,4.515116692,4.646968842,1.256437063,0.581626654,0.418373346,0.870285571,0.129714429,0.651683509,0.34831652,0.284288675,0.715711355,
The Business - Tiësto,The Business,Tiësto,minor,7.134556293,0.144115791,0.855884194,4.557224274,5.056997776,1.161253333,0.272310138,0.727689862,0.893411994,0.106587976,0.54745394,0.45254609,0.302633315,0.697366655,
אמן על הילדים - Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari,minor,5.365824223,0.079677418,0.920322597,5.037068844,5.835486412,0.986658633,0.233635262,0.766364753,0.723997891,0.276002109,0.203876197,0.796123743,0.786401689,0.213598326,
ממתק - Eden Ben Zaken,ממתק,Eden Ben Zaken,minor,5.046255112,0.13584666,0.864153385,4.112660408,4.484601021,1.302754879,0.270440191,0.729559839,0.720370173,0.279629797,0.319508106,0.680491924,0.496160984,0.503839016,
"Peaches (feat. Daniel Caesar & Giveon) - Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",major,3.6371524333953857,0.19275169,0.8072483,3.6864676,3.9039018,1.2768269777297974,0.13269384,0.8673062,0.49333808,0.50666195,0.1882229,0.8117772,0.7413117,0.25868824,
שימי - Tuna,שימי,Tuna,minor,3.230707645,0.274149388,0.725850642,4.620797157,4.608664513,1.304844379,0.418683767,0.581316233,0.798873663,0.201126322,0.566562712,0.433437288,0.35046792,0.64953208,
אהבה כמו שלנו - Sarit Hadad,אהבה כמו שלנו,Sarit Hadad,major,7.481453896,0.123028971,0.876971006,4.173873901,4.619718552,1.076175928,0.349150538,0.650849402,0.688591361,0.311408669,0.383974254,0.616025686,0.440483481,0.559516549,
Bad Little Thing - Noa Kirel,Bad Little Thing,Noa Kirel,major,3.427967787,0.028544735,0.971455336,4.565563679,5.721624374,1.019349694,0.213944718,0.786055267,0.577697098,0.422302842,0.106172703,0.89382726,0.677108049,0.322891951,
Need to Know - Doja Cat,Need to Know,Doja Cat,minor,3.396956682,0.215521812,0.784478188,4.007367134,4.120267391,1.085215449,0.30698809,0.69301188,0.693255424,0.306744546,0.409302086,0.590697944,0.346753329,0.653246641,
"תרוצי אליו - Doli & Penn, Beit Habubot, Rotem Cohen",תרוצי אליו,"Doli & Penn, Beit Habubot, Rotem Cohen",major,5.414696693,0.2939262,0.70607376,4.667916,4.7250385,1.0257551670074463,0.6172297,0.38277033,0.90681446,0.093185544,0.7477852,0.2522148,0.25202602,0.74797404,
מחילה - Jasmin Moallem,מחילה,Jasmin Moallem,major,6.29957962,0.029977506,0.9700225,4.154793739,5.039083481,1.069215178,0.110965088,0.889034927,0.590639949,0.409359992,0.109094396,0.890905619,0.603158176,0.396841854,
Happier Than Ever - Billie Eilish,Happier Than Ever,Billie Eilish,major,5.068171024,0.007078703,0.992921293,3.554077625,4.473390102,0.945375502,0.037980404,0.962019622,0.366661429,0.633338511,0.021055106,0.978944898,0.872198939,0.127801031,
"מקום לשנינו – A place for both of us - Idan Amedi, Malu",מקום לשנינו – A place for both of us,"Idan Amedi, Malu",minor,5.828635216,0.115660101,0.884339929,4.575488091,4.890198231,1.199666381,0.293875605,0.706124365,0.595097721,0.404902339,0.285895258,0.714104712,0.467294633,0.532705367,
מזרח פרוע - Tuna,מזרח פרוע,Tuna,minor,4.360165596,0.04982103,0.950178921,4.333080292,4.390458584,1.07687366,0.703731775,0.296268195,0.81793803,0.18206197,0.486721933,0.513278067,0.409672201,0.590327799,
שני ילדים בעולם - Nathan Goshen,שני ילדים בעולם,Nathan Goshen,major,4.295273304,0.060151994,0.939848006,4.074075222,4.340351582,0.972802341,0.139522046,0.860477984,0.543604791,0.456395179,0.224772483,0.775227487,0.456184924,0.543815076,
"יש לי חור בלב בצורה שלך - Girafot, אלמוג",יש לי חור בלב בצורה שלך,"Girafot, אלמוג",major,5.16870594,0.081553504,0.918446481,3.789938927,3.856961727,1.286675692,0.329013586,0.670986354,0.674571991,0.325428039,0.34192127,0.658078671,0.48369661,0.51630342,
"אלבי - Doli & Penn, Zehava Ben, Avraham Tal",אלבי,"Doli & Penn, Zehava Ben, Avraham Tal",major,6.407265186309815,0.035463963,0.9645361,4.2473965,4.9042106,1.0231201648712158,0.19895025,0.8010497,0.4756858,0.5243142,0.141244,0.858756,0.6756113,0.32438862,
טרנטונה - Tuna,טרנטונה,Tuna,minor,5.070969105,0.166563958,0.833436072,3.766654968,3.876122475,1.092694402,0.230430216,0.769569814,0.51905483,0.4809452,0.294609547,0.705390394,0.602343261,0.397656769,
הנה את בוכה - Osher Cohen,הנה את בוכה,Osher Cohen,minor,5.534353733,0.100674346,0.899325728,3.699863434,4.195855141,1.042077065,0.128477812,0.871522129,0.471023053,0.528976977,0.125190422,0.874809623,0.717734098,0.282265872,
"עומס לב - Tuna, Dudu Tassa",עומס לב,"Tuna, Dudu Tassa",minor,3.181069136,0.145043597,0.854956388,4.124032497,4.16553545,1.115538359,0.328211129,0.671788871,0.812968254,0.187031716,0.445695639,0.554304361,0.580687225,0.419312745,
ברחובות של תל אביב - Eden Ben Zaken,ברחובות של תל אביב,Eden Ben Zaken,major,4.124597549,0.164461538,0.835538447,4.882997513,4.951382637,1.406481981,0.386778951,0.613221049,0.928063095,0.07193692,0.656503558,0.343496442,0.330515593,0.669484377,
drivers license - Olivia Rodrigo,drivers license,Olivia Rodrigo,major,6.470742702,0.016839694,0.983160317,3.817949295,4.746259689,1.071681738,0.090852797,0.909147263,0.563367546,0.436632484,0.07013455,0.92986542,0.7486099,0.2513901,
Astronaut In The Ocean - Masked Wolf,Astronaut In The Ocean,Masked Wolf,minor,3.534890175,0.113896467,0.886103511,4.597352028,4.327856064,1.098547101,0.84550494,0.154495105,0.880005836,0.119994164,0.683845639,0.316154331,0.341264874,0.658735096,
יהלום - Prod. By Triangle - Agam Buhbut,יהלום - Prod. By Triangle,Agam Buhbut,major,3.751586676,0.072612926,0.927387059,4.38138485,4.835476398,1.060383201,0.166665345,0.833334625,0.817079425,0.182920545,0.427889466,0.572110593,0.221779823,0.778220177,
פסקול חיי - Omer Adam,פסקול חיי,Omer Adam,minor,5.47708559,0.100900702,0.89909929,4.951402664,4.813385963,1.000329137,0.187731862,0.812268138,0.763006926,0.236993074,0.419246405,0.580753565,0.352260411,0.647739589,
Life Goes On - Oliver Tree,Life Goes On,Oliver Tree,minor,7.027967453,0.243582398,0.756417632,5.024337292,4.941465378,1.214013815,0.789956927,0.210043058,0.833593071,0.166406915,0.678194344,0.321805686,0.192677334,0.807322681,
"באור גדול - Eyal Golan, Eden Hason",באור גדול,"Eyal Golan, Eden Hason",major,5.158360958,0.13800253,0.861997485,4.19559145,4.139760017,1.045222282,0.146174476,0.853825569,0.594802678,0.405197293,0.278111786,0.721888185,0.745550394,0.254449636,
I Love You So - The Walters,I Love You So,The Walters,major,4.723165989,0.138883084,0.861116886,5.171082973,4.964947701,1.024892688,0.389948428,0.610051572,0.925018013,0.074982002,0.700967193,0.299032837,0.468992203,0.531007826,
דבש ותפוח - Tomer Yosef,דבש ותפוח,Tomer Yosef,minor,4.365694046,0.504273236,0.495726824,5.010508537,4.788292885,1.180379748,0.703679025,0.296320975,0.954463959,0.045536023,0.79388237,0.206117615,0.2196334,0.78036654,
"שובו של מרדכי - Tuna, Oshik Levy, Teddy Neguse",שובו של מרדכי,"Tuna, Oshik Levy, Teddy Neguse",minor,3.823796272,0.191624269,0.808375716,4.777264118,4.998290539,1.176961184,0.492341638,0.507658303,0.829260468,0.170739502,0.543605387,0.456394613,0.167092457,0.832907498,
מבטיח - Eden Hason,מבטיח,Eden Hason,minor,6.212540627,0.036057297,0.963942647,4.300561905,5.234967232,1.110581875,0.102238171,0.897761881,0.53646034,0.46353963,0.072599716,0.927400231,0.870468497,0.129531577,
"רובינזון קרוזו - Static & Ben El, Ran Danker",רובינזון קרוזו,"Static & Ben El, Ran Danker",major,4.384625434875488,0.24433699,0.755663,4.719079,4.8936687,1.2190120220184326,0.5347532,0.46524677,0.8928125,0.107187554,0.565973,0.434027,0.29687756,0.70312244,
"ואז את תראי - Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",ואז את תראי,"Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",major,5.699380397796631,0.04824764,0.9517523,4.776255,5.741209,0.98361975,0.21957503,0.78042495,0.6227535,0.37724653,0.18424317,0.8157568,0.56561375,0.43438625,
"Levitating (feat. DaBaby) - Dua Lipa, DaBaby",Levitating (feat. DaBaby),"Dua Lipa, DaBaby",major,3.716125011444092,0.19785622,0.8021438,5.347123,5.07423,1.1773922443389893,0.27387655,0.72612345,0.89665854,0.103341505,0.56381047,0.43618953,0.33626676,0.6637332,
"בוקר טוב עולם - Doli & Penn, Anna Zak, Nasrin Kadri",בוקר טוב עולם,"Doli & Penn, Anna Zak, Nasrin Kadri",minor,4.097624302,0.21503948,0.78496057,5.0862675,4.9381285,1.2235711812973022,0.34762204,0.65237796,0.9087755,0.09122447,0.667014,0.33298606,0.23499294,0.765007,
Save Your Tears - The Weeknd,Save Your Tears,The Weeknd,major,3.968746901,0.267076343,0.732923687,4.891011238,4.749048233,1.294536948,0.184274212,0.815725744,0.785860181,0.214139834,0.373827666,0.626172364,0.332885981,0.667114019,
אנג'ל - Mergui,אנג'ל,Mergui,minor,4.435451984,0.005968451,0.994031489,3.616343498,4.599684715,1.152704,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
אל תעזבי ידיים - Akiva,אל תעזבי ידיים,Akiva,major,5.070513725,0.265493959,0.734506011,4.43774128,4.280356884,1.01865375,0.354059875,0.645940125,0.765497863,0.234502122,0.500591636,0.499408364,0.464474946,0.535525084,
"עוד אחד ששר לך - Elai Botner, Guy Mazig",עוד אחד ששר לך,"Elai Botner, Guy Mazig",minor,2.365107536,0.203022316,0.796977699,4.248901367,4.269692421,1.252912402,0.326800019,0.673200011,0.55301249,0.44698754,0.368034452,0.631965518,0.414247245,0.585752726,
תמיד נשארת - Eyal Golan,תמיד נשארת,Eyal Golan,major,5.50239563,0.193047628,0.806952357,5.590175629,5.139961243,1.077008843,0.286426038,0.713573933,0.896772027,0.103228033,0.597918332,0.402081609,0.305494487,0.694505453,
Counting Stars - OneRepublic,Counting Stars,OneRepublic,major,4.963810444,0.06769307,0.932306945,5.005397797,4.988466263,1.029662728,0.687913597,0.312086403,0.855495453,0.144504517,0.769376159,0.230623886,0.218302816,0.781697154,
"נחכה לך - Nathan Goshen, Ishay Ribo",נחכה לך,"Nathan Goshen, Ishay Ribo",major,5.812296391,0.040751182,0.959248841,4.226914406,4.842416763,1.017062426,0.128617406,0.871382654,0.435683608,0.564316392,0.080657892,0.919342101,0.638222456,0.361777574,
"As a Stone - Full Trunk, Sivan Talmor",As a Stone,"Full Trunk, Sivan Talmor",major,4.682938099,0.17536284,0.824637115,4.072413921,4.040757179,1.116154075,0.10937582,0.890624166,0.553254128,0.446745902,0.275484085,0.724515975,0.61160481,0.388395131,
מישהו איתי כאן - Benaia Barabi,מישהו איתי כאן,Benaia Barabi,major,3.967025518,0.192059249,0.807940722,6.311385155,5.607851505,1.130321145,0.551353693,0.448646277,0.97369045,0.0263096,0.790259421,0.209740549,0.156471223,0.843528807,
לא רואה - Roy Sopher,לא רואה,Roy Sopher,major,4.8894701,0.045960352,0.954039633,4.146546364,4.398649693,1.192164421,0.611692607,0.388307393,0.784297764,0.215702266,0.445661038,0.554338992,0.420303315,0.579696715,
"Dale Mami - Omer Adam, Nicky Jam",Dale Mami,"Omer Adam, Nicky Jam",major,4.309432983,0.133718565,0.86628145,4.72242403,5.035095692,1.495198369,0.703673661,0.296326369,0.841465652,0.158534408,0.686271489,0.313728541,0.150869489,0.849130511,
"כוסות ריקות - Static & Ben El, Lior Narkis",כוסות ריקות,"Static & Ben El, Lior Narkis",minor,4.7601494789123535,0.009204794,0.9907952,3.7301133,4.414812,1.0654690265655518,0.1365417,0.86345834,0.5198181,0.48018187,0.07758726,0.92241275,0.6242827,0.37571725,
אין יותר מועדונים - Eden Hason,אין יותר מועדונים,Eden Hason,major,3.510740995,0.125647768,0.874352217,4.776162148,4.591122627,1.182763815,0.395730466,0.604269505,0.800754786,0.199245185,0.530357599,0.469642431,0.37493518,0.62506485,
"ממה את מפחדת - Eyal Golan, Benaia Barabi",ממה את מפחדת,"Eyal Golan, Benaia Barabi",major,5.207072258,0.115071878,0.884928107,5.393186092,4.912988663,1.036858201,0.65884304,0.34115693,0.927563608,0.072436407,0.835045815,0.164954215,0.148251593,0.851748407,
נשמה שלי - Idan Rafael Haviv,נשמה שלי,Idan Rafael Haviv,major,5.020899296,0.272668451,0.727331579,4.456790924,4.468401432,1.02568984,0.250146478,0.749853492,0.665878773,0.334121257,0.445559263,0.554440737,0.352102369,0.647897661,
"Leave The Door Open - Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",major,4.684963226,0.005968451,0.994031489,3.616343498,4.599684715,1.137417674,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Let Her Go - Passenger,Let Her Go,Passenger,major,6.130664825,0.198629707,0.801370323,4.502385616,4.544284821,1.071177125,0.185330302,0.814669669,0.737923801,0.262076169,0.43492499,0.56507504,0.587641835,0.412358135,
Oh My God - Adele,Oh My God,Adele,major,4.312130928,0.134341985,0.865658045,5.825601578,5.376897812,1.133918285,0.249309406,0.75069052,0.924518466,0.075481586,0.605496585,0.394503415,0.300088942,0.699911118,
ג'וני - Bar Tzabary,ג'וני,Bar Tzabary,minor,4.673701763,0.096817225,0.903182745,4.437555313,4.279578209,1.463656425,0.322839946,0.677160084,0.698974788,0.301025242,0.48044917,0.5195508,0.432223886,0.567776084,
"מועבט - Eden Ben Zaken, Itay Galo",מועבט,"Eden Ben Zaken, Itay Galo",major,5.354083061,0.124388546,0.875611424,3.975261688,4.115040779,1.339333057,0.395166904,0.604833066,0.629835248,0.370164752,0.425661623,0.574338377,0.479121,0.52087903,
"הטוב, הרע ואחותך - Tuna, Shalom Hanoch","הטוב, הרע ואחותך","Tuna, Shalom Hanoch",minor,4.378818989,0.331211865,0.668788135,4.287461281,4.56491518,1.133984685,0.131645292,0.868354738,0.507502615,0.492497414,0.231993228,0.768006802,0.541050673,0.458949327,
